date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:53:51	52999/52999	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/index.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/index.html	(from )
15:53:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:53:50%20GMT	https://www.devsnews.com/robots.txt		(from )
15:53:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2031%20Oct%202023%2014:53:51%20GMT	https://www.devsnews.com/template/tionco/tionco/site.webmanifest	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/site.webmanifest	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:52	766/766	---M-Z	200	added ('OK')	image/x-icon	etag:%222fe-6442d811-d3187bf102d92a97;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/img/favicon.ico	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/favicon.ico	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:54	154869/154869	---M-Z	200	added ('OK')	text/css	etag:%2225cf5-6442d811-2b4a194cdb0accdc;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/bootstrap.min.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/bootstrap.min.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:54	174243/174243	---M-Z	200	added ('OK')	text/css	etag:%222a8a3-6442d811-e42b0f2ffcb7130d;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/fontawesome-all.min.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/fontawesome-all.min.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:55	73678/73678	---M-Z	200	added ('OK')	text/css	etag:%2211fce-6442d811-853f492af374882f;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/animate.min.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/animate.min.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:55	4281/4281	---M-Z	200	added ('OK')	text/css	etag:%2210b9-6442d811-3377e6083184ee8a;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/flaticon.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/flaticon.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:56	3681/3681	---M-Z	200	added ('OK')	text/css	etag:%22e61-6442d811-b8303c075d0c977a;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/odometer-theme-default.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/odometer-theme-default.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:56	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-6442d811-81319638e52de2d3;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/magnific-popup.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/magnific-popup.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:56	7936/7936	---M-Z	200	added ('OK')	text/css	etag:%221f00-6442d811-78ae75d8cfced863;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/meanmenu.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/meanmenu.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:57	17691/17691	---M-Z	200	added ('OK')	text/css	etag:%22451b-6442d811-d63dbb2c7076fc72;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/swipper.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/swipper.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:57	92214/92214	---M-Z	200	added ('OK')	text/css	etag:%2216836-6442d811-75438011a12ec43b;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/icofont.min.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/icofont.min.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:58	262522/262522	---M-Z	200	added ('OK')	text/css	etag:%224017a-6442d811-74c13955cb2ec5dc;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/css/main.css	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/css/main.css	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:58	27896/27896	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/contact.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/contact.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:59	83218/83218	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/index-2.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/index-2.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:59	87399/87399	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/index-3.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/index-3.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:53:59	40262/40262	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/about.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/about.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:00	34068/34068	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/service-details.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/service-details.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:00	33894/33894	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/portfolio.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/portfolio.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:00	35742/35742	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/portfolio-details.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/portfolio-details.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:00	45568/45568	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/team.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/team.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:01	31446/31446	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/team-details.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/team-details.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:01	35303/35303	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/faq.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/faq.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:01	39198/39198	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/blog.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/blog.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:01	46870/46870	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/blog-details.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/blog-details.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:02	32504/32504	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Apr%202023%2018:38:09%20GMT	https://www.devsnews.com/template/tionco/tionco/service.html	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/service.html	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:02	3039/3039	---M--	200	added ('OK')	image/png	etag:%22bdf-6442d811-a5ab4e028918ab3b;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/logo/logo.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/logo/logo.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:03	1809/1809	---M--	200	added ('OK')	image/png	etag:%22711-6442d811-6129b5bc6c4fae0a;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/logo/logo-core.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/logo/logo-core.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:04	160908/160908	---M--	200	added ('OK')	image/png	etag:%222748c-6442d811-1527c18ba8f3a15;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/counter_home.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/counter_home.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:04	123200/123200	---M--	200	added ('OK')	image/png	etag:%221e140-6442d811-ab7de65ff61ad57b;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/counter_bull.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/counter_bull.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:06	194949/194949	---M--	200	added ('OK')	image/png	etag:%222f985-6442d811-ea34bd1af898d11e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/counter_current.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/counter_current.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:06	95848/95848	---M--	200	added ('OK')	image/jpeg	etag:%2217668-6442d811-207165bce0c0da85;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/about_ideal.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/about_ideal.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:06	1764/1764	---M--	200	added ('OK')	image/png	etag:%226e4-6442d811-eab57adc1facd306;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/logo/logo-color.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/logo/logo-color.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:08	69245/69245	---M--	200	added ('OK')	image/jpeg	etag:%2210e7d-6442d811-c45f598595e47626;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:08	81274/81274	---M--	200	added ('OK')	image/jpeg	etag:%2213d7a-6442d811-6cba007717f43351;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:09	68538/68538	---M--	200	added ('OK')	image/jpeg	etag:%2210bba-6442d811-284577edb2c6e4a5;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/p_blog3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:10	408740/408740	---M--	200	added ('OK')	image/jpeg	etag:%2263ca4-6442d811-8b52cc080497a307;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/attention_nature.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/attention_nature.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:14	486343/486343	---M--	200	added ('OK')	image/png	etag:%2276bc7-6442d811-8bb46db547a50a57;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/about/attention_man.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/about/attention_man.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:14	394678/394678	---M--	200	added ('OK')	image/png	etag:%22605b6-6442d811-d3ea422ca00061d4;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/map.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/map.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:15	1990/1990	---M--	200	added ('OK')	image/png	etag:%227c6-6442d811-2c04c32f49cf7e18;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand1.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand1.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:15	2469/2469	---M--	200	added ('OK')	image/png	etag:%229a5-6442d811-5950aff0604e18d6;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand2.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand2.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:16	2772/2772	---M--	200	added ('OK')	image/png	etag:%22ad4-6442d811-a6e8a2fef3f64b1b;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand3.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand3.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:16	3339/3339	---M--	200	added ('OK')	image/png	etag:%22d0b-6442d811-c51eaeb02573aaf8;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand4.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand4.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:17	2301/2301	---M--	200	added ('OK')	image/png	etag:%228fd-6442d811-820531207856c4e6;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand5.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand5.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:17	4387/4387	---M--	200	added ('OK')	image/png	etag:%221123-6442d811-9b9b1729183a90d3;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand6.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand6.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:17	2421/2421	---M--	200	added ('OK')	image/png	etag:%22975-6442d811-a0e92f17010bf8fa;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand7.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand7.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:18	2173/2173	---M--	200	added ('OK')	image/png	etag:%2287d-6442d811-ec3843cffae2e4fe;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand8.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand8.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:18	2062/2062	---M--	200	added ('OK')	image/png	etag:%2280e-6442d811-e44e621bc02892ab;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand9.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand9.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:19	2469/2469	---M--	200	added ('OK')	image/png	etag:%229a5-6442d811-92aba74472bfdd55;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/bg/brand10.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/bg/brand10.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:20	99626/99626	---M--	200	added ('OK')	image/jpeg	etag:%221852a-6442d811-a0df0abd49ad9429;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/news1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/news1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:20	2284/2284	---M--	200	added ('OK')	image/jpeg	etag:%228ec-6442d811-e5d589f93ae7efef;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:21	64130/64130	---M--	200	added ('OK')	image/jpeg	etag:%22fa82-6442d811-6a90b31ca4d09cd8;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/news2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/news2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:21	2247/2247	---M--	200	added ('OK')	image/jpeg	etag:%228c7-6442d811-efb0dfb616343b69;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:22	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%2212282-6442d811-ac2cc44cf480b59e;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/news3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/news3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:23	2137/2137	---M--	200	added ('OK')	image/jpeg	etag:%22859-6442d811-e0759abd5a23dd78;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/author3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/author3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:23	3691/3691	---M--	200	added ('OK')	image/png	etag:%22e6b-6442d811-d0218c39d68e23a1;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/logo/footer-logo.png	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/logo/footer-logo.png	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:24	7183/7183	---M--	200	added ('OK')	image/jpeg	etag:%221c0f-6442d811-ce2b91307448f1e5;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:24	8013/8013	---M--	200	added ('OK')	image/jpeg	etag:%221f4d-6442d811-75147d7a82943ffd;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/blog_thumb2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:25	7356/7356	---M--	200	added ('OK')	image/jpeg	etag:%221cbc-6442d811-ad2c6b3442940d62;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/ins1.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/ins1.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:25	6463/6463	---M--	200	added ('OK')	image/jpeg	etag:%22193f-6442d811-423c1ee9a213150d;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/ins2.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/ins2.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:26	6418/6418	---M--	200	added ('OK')	image/jpeg	etag:%221912-6442d811-f7784ff533a3a666;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/ins3.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/ins3.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:27	7141/7141	---M--	200	added ('OK')	image/jpeg	etag:%221be5-6442d811-e48c74d99c470f08;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/ins4.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/ins4.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:27	7063/7063	---M--	200	added ('OK')	image/jpeg	etag:%221b97-6442d811-8d4e0106b742db6;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/ins5.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/ins5.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:27	7436/7436	---M--	200	added ('OK')	image/jpeg	etag:%221d0c-6442d811-61cebb0e34f453e0;;;%22	https://www.devsnews.com/template/tionco/tionco/assets/img/blog/ins6.jpg	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/img/blog/ins6.jpg	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:28	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653804c3-4d7%22	https://www.devsnews.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:28	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-6442d811-8ef40b6148309388;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/jquery.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/jquery.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:29	80427/80427	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213a2b-6442d811-51cfd290ec100d84;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/bootstrap.bundle.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/bootstrap.bundle.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:30	141266/141266	---M-Z	200	added ('OK')	application/x-javascript	etag:%22227d2-6442d811-51688339ae6a32dc;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/swipper-bundle.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/swipper-bundle.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:31	4019/4019	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fb3-6442d811-ce944dc96e787b8c;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/jquery.meanmenu.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/jquery.meanmenu.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:31	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-6442d811-eb78207a314ec12d;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/wow.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/wow.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:32	2035/2035	---M-Z	200	added ('OK')	application/x-javascript	etag:%227f3-6442d811-cd13a7c700a7e9ca;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/jquery.scrollUp.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/jquery.scrollUp.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:32	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-6442d811-5e8537a2998e364;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/jquery.magnific-popup.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/jquery.magnific-popup.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:32	35503/35503	---M-Z	200	added ('OK')	application/x-javascript	etag:%228aaf-6442d811-d5f71ce96dc06a9;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/isotope.pkgd.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/isotope.pkgd.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:33	5600/5600	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215e0-6442d811-30816f32f7687034;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/imagesloaded.pkgd.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/imagesloaded.pkgd.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:33	1404/1404	---M-Z	200	added ('OK')	application/x-javascript	etag:%2257c-6442d811-5e26d55c4a451ab;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/mouse-wheel.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/mouse-wheel.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
15:54:34	12145/12145	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f71-6442d811-56a2251b9b24ed5f;gz%22	https://www.devsnews.com/template/tionco/tionco/assets/js/odometer.min.js	C:/Users/Amine/Desktop/Wajd/Wajd/www.devsnews.com/template/tionco/tionco/assets/js/odometer.min.js	(from https://www.devsnews.com/template/tionco/tionco/index.html)
